course_code_section,category,course_name,credits,theory_practice,course_capacity_basis,applied_total,applied_1,applied_2,applied_3,applied_4,applied_reserve,limit_total,limit_1,limit_2,limit_3,limit_4,professor,schedule_room,eligible_grade_department,opened_department,exchange_allowed,core_competency,lecture_method,class_operation,online_solution,exam_method,exam_datetime,exam_place,exam_note,plan_year,plan_term,plan_subject_no,plan_division,plan_action_mode,query_grade_code,query_title
학수번호(분반),구분,과목명,학점,이론(실습),설강기준,신청인원,제한인원,담당교수,시간표(강의실),수강가능학년학과,개설학과,교류허용,핵심기초역량,강의진행방식,수업운영방식,비대면솔루션,시험정보,,,,,,,,,,,,,,,,,,0,2026 - 1 학기 기초교양-미래설계
GEA7019(00),균교,지구과학,3,3(0),30,36,11,11,10,4,20,36,10,10,10,6,백성호,"금1A(N98302),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7019,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8536(00),균교,대학기초수학,2,2(0),30,42,29,5,5,3,21,42,29,5,5,3,유영율,"화5A(32107),화5B,화6A,화6B,",1 2 3 4전학과,수학과,Y,창의적사고,일반강의,대면,미사용,,,32107,,2026,1,GEA8536,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(00),균교,대학미적분학1,3,3(0),30,42,39,1,1,1,0,42,39,1,1,1,김수민,"월2B(32401),월3A,월3B,수1A(32401),수1B,수2A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,32401,,2026,1,GEA8639,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(01),균교,대학미적분학1,3,3(0),30,43,42,0,0,1,0,43,42,0,0,1,공수련,"월1A(32401),월1B,월2A,수2B(32401),수3A,수3B,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,32401,,2026,1,GEA8639,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(02),균교,대학미적분학1,3,3(0),30,45,44,0,0,1,0,45,44,0,0,1,권은영,"화5B(32401),화6A,화6B,목4A(32401),목4B,목5A,",1 학과확인,수학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8639,02,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(03),균교,대학미적분학1,3,3(0),30,45,42,3,0,0,0,45,42,3,0,0,공수련,"월5B(32401),월6A,월6B,수4A(32401),수4B,수5A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,32401,,2026,1,GEA8639,03,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(04),균교,대학미적분학1,3,3(0),30,43,39,3,1,0,0,43,39,3,1,0,권은옥,"월5B(T98204),월6A,월6B,수4A(T98204),수4B,수5A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,T98204,,2026,1,GEA8639,04,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(05),균교,대학미적분학1,3,3(0),30,41,34,6,0,1,5,42,35,6,0,1,우경수,"화2B(32401),화3A,화3B,목1A(32401),목1B,목2A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,대면,2026.04.21(화) 10:30,32401,중간고사 : 2026. 4.21. 10시 30분 - 11시 30분. 기말고사 : 2026. 6.16. 10시 30분 - 11시 30분,2026,1,GEA8639,05,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(06),균교,대학미적분학1,3,3(0),30,41,40,0,0,1,1,41,40,0,0,1,권은옥,"월1A(52401),월1B,월2A,수2B(52401),수3A,수3B,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,52401,,2026,1,GEA8639,06,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(07),균교,대학미적분학1,3,3(0),30,40,40,0,0,0,0,40,40,0,0,0,배문진,"월1A(55311),월1B,월2A,수2B(55311),수3A,수3B,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,55311,,2026,1,GEA8639,07,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(08),균교,대학미적분학1,3,3(0),30,40,38,0,0,2,0,40,38,0,0,2,유영율,"월2B(53317),월3A,월3B,수1A(53317),수1B,수2A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,53317,,2026,1,GEA8639,08,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(09),균교,대학미적분학1,3,3(0),30,38,38,0,0,0,0,39,39,0,0,0,권은영,"월2B(53213),월3A,월3B,수1A(53213),수1B,수2A,",1 학과확인,수학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8639,09,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(10),균교,대학미적분학1,3,3(0),30,44,41,1,1,1,0,44,41,1,1,1,배문진,"화1A(53218),화1B,화2A,목2B(53218),목3A,목3B,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,53218,,2026,1,GEA8639,10,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8639(11),균교,대학미적분학1,3,3(0),30,39,38,0,0,1,0,40,39,0,0,1,강보원,"화2B(53317),화3A,화3B,목1A(53317),목1B,목2A,",1 학과확인,수학과,Y,실용적융복합,일반강의,대면,미사용,,,53317,,2026,1,GEA8639,11,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8661(00),균교,창의적공학설계(어드벤처디자인),3,3(0),30,36,36,0,0,0,0,38,38,0,0,0,김지관,"월2B(53315),월3A,월3B,수1A(53315),수1B,수2A,",1 학과확인,산업시스템공학과,N,창의적사고,일반강의,대면,미사용,대면,2026.04.22(수) 09:30,53315,1주차에서 7주차까지의 강의 내용을 시험으로 평가,2026,1,GEA8661,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7260(00),균교,컴퓨터개론,3,3(0),30,60,60,0,0,0,0,65,65,0,0,0,이수현,"월7A(55110),월7B,월8A,수8B(55110),수9A,수9B,",1 학과확인,컴퓨터공학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7260,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7301(00),균교,공업수학,3,3(0),30,41,1,37,2,1,31,43,0,40,2,1,차정원,"월2B(55516),월3A,월3B,수1A(55516),수1B,수2A,",2 학과확인,컴퓨터공학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7301,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8516(00),균교,소프트웨어기초코딩,2,2(0),30,60,32,10,9,9,23,61,24,13,12,12,배종욱,"수8A(사림강당),수8B,수9A,수9B,",1 2 3 4 학과확인,컴퓨터공학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8516,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8516(01),균교,소프트웨어기초코딩,2,2(0),30,60,26,15,12,7,26,60,24,12,12,12,조보호,"수8A(B21116),수8B,수9A,수9B,",1 2 3 4 학과확인,컴퓨터공학과,Y,실용적융복합,일반강의,대면,미사용,,,봉림관114,,2026,1,GEA8516,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8598(00),균교,생활속의화학소재,3,3(0),30,44,34,3,5,2,0,47,36,3,5,3,김성준,"월2B(52302),월3A,월3B,수1A(52302),수1B,수2A,",1 학과확인,스마트그린공학부 환경에너지공학전공,N,실용적융복합,일반강의,대면,미사용,,,52302,,2026,1,GEA8598,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8600(01),균교,문명과수학,3,3(0),30,43,36,3,2,2,0,44,37,3,2,2,송봉근,"화4A(52302),화4B,화5A,목5B(52302),목6A,목6B,",1 학과확인,스마트그린공학부 환경에너지공학전공,N,실용적융복합,일반강의,대면,미사용,,,52302,,2026,1,GEA8600,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7300(00),균교,응용수학,3,3(0),30,50,1,48,0,1,38,57,2,53,1,1,신기삼,"화5B(52201),화6A,화6B,화7A,화7B,화8A,",2 학과확인,신소재공학부,Y,글로벌,영어강의,대면,미사용,,,,,2026,1,GEA7300,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8562(00),균교,프로그래밍입문,3,3(0),30,54,48,0,0,6,0,54,54,0,0,0,이하림,"월4A(55114),월4B,월5A,수5B(55114),수6A,수6B,",1 학과확인,전자공학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.20(월) 01:00,55114,시험일시 및 강의실은 추후 재공지 예정,2026,1,GEA8562,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8564(00),균교,공업수학1,3,3(0),30,58,0,51,0,7,38,58,0,58,0,0,이두진,"화2B(55107),화3A,화3B,목1A(55107),목1B,목2A,",4 학과확인,전자공학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8564,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8583(00),확교,한자의미와지혜,3,3(0),30,57,30,10,12,5,6,60,31,10,13,6,박태성,"화1A(B21117),화1B,화2A,목2B(B21117),목3A,목3B,",1 2 3 4전학과,국어국문학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8583,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8528(00),확교,초급영어읽기★,3,3(0),30,40,13,21,3,3,5,41,8,24,3,6,박준호,"월4A(11205),월4B,월5A,수5B(11205),수6A,수6B,",1 2 3 4전학과,영어영문학과,Y,글로벌,일반강의,대면,미사용,,,11205,,2026,1,GEA8528,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8531(00),확교,시사영어연습,3,3(0),30,34,8,16,4,6,8,34,4,14,6,10,박준호,"월5B(11205),월6A,월6B,수4A(11205),수4B,수5A,",1 2 3 4전학과,영어영문학과,Y,의사소통,영어강의,대면,미사용,,,11205,,2026,1,GEA8531,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA5051(00),확교,"기초프랑스어(1,2학년 외 수강신청 시 교수님께 연락 바랍니다.)",3,3(0),30,37,31,2,3,1,6,37,31,2,3,1,장영준,"화2B(11413),화3A,화3B,목1A(11413),목1B,목2A,",1 2 3 4전학과,불어불문학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA5051,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7515(00),확교,생활일본어1,3,3(0),30,30,9,10,6,5,30,30,8,8,7,7,이현우,"화2B(11411),화3A,화3B,목1A(11411),목1B,목2A,",1 2 3 4 학과확인,일어일문학과,Y,글로벌,일반강의,대면,미사용,대면,2026.04.21(화) 10:30,11205,,2026,1,GEA7515,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7567(00),확교,한국어문법1(초급),3,3(0),10,15,13,2,0,0,1,16,11,3,1,1,정은경,"화7A(11202),화7B,화8A,목8B(11202),목9A,목9B,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.23(목) 16:40,11202,한글 자모부터 한국어의 기초 문법까지 지필고사. 배운 문법을 사용하여 문장완성하기 유형. 모두 서술형. 객관식 문항 없음.,2026,1,GEA7567,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7568(00),확교,한국어글쓰기1(중급)★,3,3(0),10,15,11,2,2,0,3,15,10,3,1,1,목지선,"금1A(11104),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.24(금) 09:00,11104,"시험 시작 5분 전에는 교실에 와야 합니다. 쓰기 문제가 있기 때문에 볼펜/연필, 수정 테이프/지우개 등 쓰기에 필요한 필기구를 가지고 와야 합니다.",2026,1,GEA7568,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7569(00),확교,한국어문법2(초급)★,3,3(0),10,21,17,3,1,0,2,21,16,3,1,1,성진선,"금4A(11104),금4B,금5A,금5B,금6A,금6B,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.24(금) 13:30,11104,중간시험은 교재 처음~5과. 중간시험 일정은 수업 진행에 따라 변경될 수 있음. 기말시험은 교재 1과~10과. 기말시험은 6월 19일에 실시.,2026,1,GEA7569,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7570(00),확교,한국어글쓰기2(중급)★,3,3(0),10,16,11,2,2,1,5,16,10,3,2,1,최연이,"월4A(11102),월4B,월5A,수5B(11102),수6A,수6B,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.27(월) 12:00,11102,"1. 지각 시 시험 응시에 제한이 있을 수 있습니다. 2. 시험에 필요한 필기구는 개인이 미리 준비해야 합니다. 3. 시험 시간에는 휴대전화, 스마트워치 등 전자기기 사용이 금지되며, 반드시 전원을 끄거나 무음으로 설정하여 가방에 넣어야 합니다. 4. 개인 사정으로 시험에 응시하지 못할 경우, 사전에 담당 교원에게 연 락 바랍니다.",2026,1,GEA7570,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7571(00),확교,한국어말하기1(중급)★,3,3(0),10,13,9,4,0,0,10,15,10,3,1,1,조재은,"화4A(11101),화4B,화5A,목5B(11101),목6A,목6B,",1 2 3 4전학과,교양,Y,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.23(목) 13:30,11101,대면 시험,2026,1,GEA7571,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7572(00),확교,한국어말하기2(중급)★,3,3(0),10,16,12,2,1,1,1,17,12,3,1,1,김길섭,"월7A(11101),월7B,월8A,수8B(11101),수9A,수9B,",1 2 3 4전학과,교양,Y,의사소통,외국인전용강좌,대면,미사용,대면,2026.05.06(수) 16:30,11101,"한국어 발음과 억양을 정확하게 이해하고 있는지 평가함. 발음 20문항, 억양 10문항으로 30점 기준으로 평가함.",2026,1,GEA7572,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7573(00),확교,한국어글쓰기(고급)★,3,3(0),10,15,10,3,2,0,3,15,10,3,1,1,조재은,"화5B(11101),화6A,화6B,목4A(11101),목4B,목5A,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.23(목) 12:00,11101,대면 시험,2026,1,GEA7573,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA7574(00),확교,한국어말하기(고급)★,3,3(0),10,16,8,1,6,1,2,16,11,3,1,1,김길섭,"월5B(11101),월6A,월6B,수4A(11101),수4B,수5A,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.05.06(수) 12:00,11101,한국어의 발음과 억양을 정확하게 이해하고 말할 수 있게 공부한 다.,2026,1,GEA7574,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8524(00),확교,한국어회화1(초급),3,3(0),10,19,16,2,0,1,5,19,14,3,1,1,임정민,"화1A(11101),화1B,화2A,목2B(11101),목3A,목3B,",1 2 3 4전학과,교양,N,의사소통,외국인전용강좌,대면,미사용,대면,2026.04.23(목) 10:30,11101,,2026,1,GEA8524,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8560(00),확교,기초러시아어★,2,2(0),30,60,28,18,9,5,15,60,25,18,10,7,한지형,"화6A(11109),화6B,화7A,화7B,",1 2 3 4전학과,교양,Y,글로벌,일반강의,대면,줌,,,11109,,2026,1,GEA8560,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8821(00),확교,한국어기초말하기와문법Ⅰ(글로벌자율전공학부 중국인 유학생 전용 강좌),3,3(0),10,13,13,0,0,0,0,30,30,0,0,0,김정,"화7A(86101),화7B,화8A,목8B(86101),목9A,목9B,",1 2 3 4 학과확인,글로벌자율전공학부,N,글로벌,외국인전용강좌,대면,미사용,,,86103,,2026,1,GEA8821,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8823(00),확교,한국어듣기와읽기Ⅰ(글로벌자율전공학부 중국인 유학생 전용 강좌),3,2(2),10,13,13,0,0,0,0,25,25,0,0,0,김정,"화1A(86103),화1B,화2A,화2B,목2A(86103),목2B,목3A,목3B,",1 2 3 4 학과확인,글로벌자율전공학부,N,글로벌,외국인전용강좌,대면,미사용,,,86103,,2026,1,GEA8823,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8535(00),확교,중국어기초회화,3,3(0),15,17,15,0,1,1,0,17,15,0,1,1,이지한,"월7A(22414),월7B,월8A,수8B(22414),수9A,수9B,",1전학과,중국학과,Y,글로벌,제2외국어강의,대면,미사용,,,22414,,2026,1,GEA8535,00,R,8,2026 - 1 학기 확대교양-언어의세계
GEA8535(60),확교,중국어기초회화,3,3(0),15,20,10,5,1,4,5,20,8,5,0,7,신승윤,"월11B(22315),월12A,월12B,수13A(22315),수13B,수14A,",1 2 3 4 학과확인,중국학과,Y,,제2외국어강의,대면,미사용,,,,,2026,1,GEA8535,60,R,8,2026 - 1 학기 확대교양-언어의세계
GEA5053(00),확교,심화글쓰기★,2,2(0),30,37,0,9,9,19,72,37,0,9,9,19,안정아,"월5A(11106),월5B,월6A,월6B,",학과확인,국어국문학과,N,의사소통,일반강의,대면,미사용,대면,2026.04.27(월) 13:00,11106,"- 중간, 기말고사는 대면 시험이 원칙 - 시험에 대한 평가 기준은 시험 전 출제 유형에 맞게 안내 예정",2026,1,GEA5053,00,R,9,2026 - 1 학기 확대교양소양교육
GEA5054(00),확교,화법과토론★,2,2(0),30,34,0,8,6,20,39,35,0,8,8,19,구현옥,"목5A(11106),목5B,목6A,목6B,",2 3 4전학과,국어국문학과,N,의사소통,일반강의,대면,미사용,,,11106,,2026,1,GEA5054,00,R,9,2026 - 1 학기 확대교양소양교육
GEA7331(00),확교,명저읽기,3,3(0),30,40,1,4,8,27,86,40,1,4,8,27,이홍경,"수1A(11415),수1B,수2A,수2B,수3A,수3B,",1 2 3 4 학과확인,독어독문학과,N,의사소통,일반강의,대면,미사용,,,,,2026,1,GEA7331,00,R,9,2026 - 1 학기 확대교양소양교육
GEA7331(01),확교,명저읽기,3,3(0),30,40,2,4,8,26,119,40,2,4,8,26,유현수,"수1A(11414),수1B,수2A,수2B,수3A,수3B,",1 2 3 4 학과확인,독어독문학과,N,의사소통,일반강의,대면,미사용,,,,,2026,1,GEA7331,01,R,9,2026 - 1 학기 확대교양소양교육
GEA8533(00),확교,독일여행스케치,3,3(0),30,40,19,12,7,2,19,40,19,12,7,2,김충완,"월5B(11415),월6A,월6B,수4A(11415),수4B,수5A,",1 2 3 4전학과,독어독문학과,Y,글로벌,일반강의,대면,미사용,,,11415,,2026,1,GEA8533,00,R,9,2026 - 1 학기 확대교양소양교육
GEA5050(00),확교,여행으로배우는프랑스,3,3(0),30,42,28,6,3,5,3,42,26,7,3,6,박수현,"월1A(11206),월1B,월2A,수2B(11206),수3A,수3B,",1 2 3 4전학과,불어불문학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA5050,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8682(00),확교,인문학탐색,2,2(0),25,25,25,0,0,0,0,25,25,0,0,0,"장영익,심현,정경재,김영찬,이재훈,조민경","화7A(11405),화7B,화8A,화8B,",1 학과확인,인문계열 자율전공학부,N,실용적융복합,팀티칭,대면,미사용,,,11405,,2026,1,GEA8682,00,R,9,2026 - 1 학기 확대교양소양교육
GEA3049(00),확교,취업과진로,2,2(0),30,77,0,40,37,0,39,80,0,40,40,0,강사,"화2A(사림강당),화2B,화3A,화3B,",2 3전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,사림강당,,2026,1,GEA3049,00,R,9,2026 - 1 학기 확대교양소양교육
GEA3049(01),확교,취업과진로,2,2(0),30,80,0,62,18,0,12,80,0,40,40,0,박상희,"화5B(사림강당),화6A,화6B,화7A,",2 3전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,사림강당,,2026,1,GEA3049,01,R,9,2026 - 1 학기 확대교양소양교육
GEA7521(00),확교,"사회봉사('26학년도 1학기 사회봉사교과목 수업 일정(3.4(수), 3.11(수), 3.18(수), 3.25(수)) 13:00~15:00 대면 수업(장소: CWNU 이룸홀))",2,0(0),30,267,55,41,48,123,94,400,50,100,100,150,안근아,"수5A(CWNU이룸홀),수5B,수6A,수6B,",1 2 3 4전학과,교양,Y,지역형리더,일반강의,대면,미사용,,,CWNU이룸홀,,2026,1,GEA7521,00,R,9,2026 - 1 학기 확대교양소양교육
GEA7546(00),확교,스타트업챌린지,3,3(0),30,209,17,71,56,65,495,210,18,61,60,71,김종욱,,1 2 3 4전학과,교양,Y,창의적사고,원격수업,동영상,미사용,대면,2026.04.23(목) 16:00,CWNU이룸홀,※ 시험관련 안내사항 e-캠퍼스를 통한 별도안내 예정,2026,1,GEA7546,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8520(00),확교,창업디자인,3,3(0),30,68,16,23,7,22,28,69,15,20,13,21,김순호,"금1A(B21116),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,교양,Y,창의적사고,일반강의,대면,미사용,,,B21116,,2026,1,GEA8520,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8636(00),확교,신입생역량디딤돌,1,1(0),,51,51,0,0,0,0,51,51,0,0,0,정해성,,1 2 3 4전학과,교양,N,,일반강의,대면,미사용,,,,,2026,1,GEA8636,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8636(01),확교,신입생역량디딤돌,1,1(0),,50,50,0,0,0,0,51,51,0,0,0,정해성,,1 2 3 4전학과,교양,N,,일반강의,대면,미사용,,,,,2026,1,GEA8636,01,R,9,2026 - 1 학기 확대교양소양교육
GEA8636(02),확교,신입생역량디딤돌,1,1(0),,54,54,0,0,0,0,55,55,0,0,0,정해성,,1 2 3 4전학과,교양,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8636,02,R,9,2026 - 1 학기 확대교양소양교육
GEA8679(00),확교,국제관계와문화융합실습(해외 협정 체결 대학의 글로컬코디네이터 대상 유학생 강의),3,0(6),10,6,6,0,0,0,1,6,6,0,0,0,김태식,,1 2 3 4전학과,교양,N,글로벌,외국인전용강좌,대면,미사용,,,,,2026,1,GEA8679,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8800(00),확교,"자기주도융합탐구(‘비교과인증’ 이수자는「자기주도융합탐구」를 통해 교양 1학점 인정 받을 수 있음, 문의사항은 055-213-2655, nhs3799@changwon.ac.kr 로 문의주시기 바랍니)",1,0(0),30,170,75,49,16,30,21,400,100,100,100,100,김혜정,,1 2 3 4전학과,교양,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8800,00,R,9,2026 - 1 학기 확대교양소양교육
KCA0017(00),확교,"대한민국1%가될수있는재테크상식(KCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),1,178,45,54,41,38,164,179,45,45,45,44,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,* 기말고사: 2026.6.06.(토)~6.12.(금),2026,1,KCA0017,00,R,9,2026 - 1 학기 확대교양소양교육
OCA0048(00),확교,"영어발음연습(OCU컨소시엄 교과목 ※수강료(24,000원) 미납 시 수강 불가)(유료강좌)",3,3(0),0,80,19,20,22,19,132,81,20,20,21,20,강사,,1 2 3 4전학과,교양,N,글로벌,원격수업,동영상,미사용,,,,중간고사 기간(수업과 병행 실시) : 4월 13일(월) ~ 5월 03일(일) 기말고사 기간(수업과 병행 실시) : 6월 01일(월) ~ 6월 14일(일),2026,1,OCA0048,00,R,9,2026 - 1 학기 확대교양소양교육
OCA0049(00),확교,"취업준비의정석과차별화(OCU컨소시엄 교과목 ※수강료(24,000원) 미납 시 수강 불가)(유료강좌)",3,3(0),0,78,17,20,19,22,38,80,19,20,20,21,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사 기간(수업과 병행 실시) : 4월 13일(월) ~ 5월 03일(일) 기말고사 기간(수업과 병행 실시) : 6월 01일(월) ~ 6월 14일(일),2026,1,OCA0049,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8686(00),확교,전공탐구생활,3,3(0),30,40,40,0,0,0,0,40,40,0,0,0,우선영,"금4A(86103),금4B,금5A,금5B,금6A,금6B,",1 학과확인,사림아너스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8686,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8686(01),확교,전공탐구생활,3,3(0),30,47,47,0,0,0,0,47,47,0,0,0,이슬아,"금4A(86101),금4B,금5A,금5B,금6A,금6B,",1 학과확인,사림아너스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8686,01,R,9,2026 - 1 학기 확대교양소양교육
GEA8686(02),확교,전공탐구생활,3,3(0),30,43,43,0,0,0,0,47,47,0,0,0,이용직,"금4A(11105),금4B,금5A,금5B,금6A,금6B,",1 학과확인,사림아너스학부,N,실용적융복합,일반강의,대면,줌,,,11105,,2026,1,GEA8686,02,R,9,2026 - 1 학기 확대교양소양교육
GEA8687(00),확교,사림아너스디딤돌(입학전 교육으로 이수완료자에 한해서 26-1학기 학점 일괄 인정 처리 예정),1,1(0),30,29,29,0,0,0,0,30,30,0,0,0,"우선영,이슬아,이용직,최정인",,1 학과확인,사림아너스학부,N,지역형리더,팀티칭,대면,미사용,,,,,2026,1,GEA8687,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8668(60),확교,현대노동법의이해,3,3(0),20,44,0,44,0,0,3,45,0,45,0,0,이동임,"수11A(81406),수11B,수12A,수12B,수13A,수13B,",2 학과확인,신산업융합경영학과(야),Y,실용적융복합,일반강의,대면,미사용,,,81406,시험 시작 전 10분 전에 강의실에 입실해야 한다. 만약 시험 시작 후 20분이 지난 상태에서는 시험을 응시할 수 없다. 그러므로 반드시 시험시작 20분 전까지는 강의실에 도착해야만 한다.,2026,1,GEA8668,60,R,9,2026 - 1 학기 확대교양소양교육
DHA0040(60),확교,인문학특강,3,3(0),20,26,0,0,26,0,0,26,0,0,26,0,최희규,"월10A(81406),월10B,월11A,월11B,월12A,월12B,",3 학과확인,에너지융합공학과(야),N,창의적사고,일반강의,대면,미사용,,,81406,,2026,1,DHA0040,60,R,9,2026 - 1 학기 확대교양소양교육
GEA8695(00),확교,GAST이학전공탐색Ⅰ,3,3(0),30,144,142,2,0,0,2,144,142,2,0,0,"강대욱,장영훈,안근아","금4A(사림강당),금4B,금5A,금5B,금6A,금6B,",1 2 학과확인,이학융합학부,N,실용적융복합,팀티칭,대면,미사용,,,사림강당,,2026,1,GEA8695,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8697(00),확교,GAST공학전공탐색Ⅰ,3,3(0),30,160,160,0,0,0,1,170,170,0,0,0,김다정,"금1A(50109),금1B,금2A,금2B,금3A,금3B,",1 2 3 4 학과확인,공학융합학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8697,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8805(00),확교,우주항공현장실무융합세미나,3,3(0),30,25,25,0,0,0,0,25,25,0,0,0,서대반,"금3A(사천캠퍼스211),금3B,금4A,금4B,금5A,금5B,",1 2 3 4 학과확인,우주항공공학부,Y,실용적융복합,일반강의,대면,미사용,,,사천캠퍼스211,,2026,1,GEA8805,00,R,9,2026 - 1 학기 확대교양소양교육
GEA8683(00),확교,사회계열전공탐색,3,3(0),30,31,31,0,0,0,0,31,31,0,0,0,"권희경,박현구,이지한,이찬우,김민혜,김태식,김규찬,밀라드 앤드류 스탠리,박건우,이재민,홍성태","금1A(22201),금1B,금2A,금2B,금3A,금3B,",1 학과확인,사회계열 자율전공학부,N,지역형리더,팀티칭,실시간+대면,미사용,,,22201,,2026,1,GEA8683,00,R,9,2026 - 1 학기 확대교양소양교육
